id,age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,c_jail_in,c_jail_out,length_of_stay
468,27,F,African-American,25 - 45,Low,Male,0,0.0,2,0,0,2014-01-14 03:37:34,2014-01-31 09:03:48,17
469,20,F,African-American,Less than 25,High,Male,0,-1.0,10,1,1,2014-08-18 05:35:24,2014-08-19 01:42:04,0
474,51,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0,2014-03-22 02:29:28,2014-03-23 09:07:31,1
475,56,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,2013-12-11 03:02:20,2013-12-12 08:42:00,1
478,29,F,African-American,25 - 45,High,Male,7,-1.0,9,0,0,2013-04-24 05:02:29,2013-04-25 09:15:28,1
480,20,F,African-American,Less than 25,High,Male,0,-1.0,9,1,1,2014-01-10 07:41:14,2014-08-08 05:21:03,209
484,27,F,Caucasian,25 - 45,Medium,Male,8,-1.0,5,0,0,2013-02-21 07:20:51,2013-04-30 10:43:29,68
485,24,F,African-American,Less than 25,High,Male,2,-1.0,9,1,1,2013-03-25 02:04:33,2013-04-13 05:00:10,19
487,53,F,Caucasian,Greater than 45,Medium,Male,36,-7.0,6,1,1,2014-12-04 08:28:26,2015-01-06 08:20:11,32
489,28,M,Caucasian,25 - 45,Low,Male,2,0.0,3,1,1,2013-10-04 01:55:36,2013-10-05 07:07:26,1
495,36,F,African-American,25 - 45,Medium,Female,0,-1.0,7,0,0,2013-05-05 08:31:15,2013-05-17 08:35:57,12
496,25,M,Caucasian,25 - 45,Low,Female,2,-2.0,4,1,1,2013-01-09 08:33:15,2013-01-10 09:40:18,1
499,28,F,Caucasian,25 - 45,Medium,Male,1,-4.0,5,0,0,2014-02-27 04:28:02,2014-02-28 08:49:55,1
500,21,F,African-American,Less than 25,High,Female,0,-1.0,8,1,1,2013-04-24 04:54:25,2013-04-25 09:10:00,1
501,36,M,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,2013-12-22 08:25:20,2013-12-23 01:09:26,0
502,24,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,0,2014-03-12 07:36:15,2014-03-13 01:26:58,0
505,29,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,2014-03-01 02:42:35,2014-03-02 08:38:51,1
509,30,M,Caucasian,25 - 45,Medium,Female,0,0.0,6,0,0,2013-03-22 12:02:23,2013-03-26 09:46:14,3
516,32,F,African-American,25 - 45,High,Male,12,-1.0,9,1,1,2013-02-15 12:13:14,2013-02-17 01:27:01,1
517,23,F,African-American,Less than 25,Medium,Male,1,0.0,6,0,0,2014-01-31 01:04:24,2014-02-01 03:16:14,1
518,47,F,African-American,Greater than 45,Low,Male,3,0.0,3,0,0,2013-03-25 03:26:29,2013-03-25 07:55:24,0
522,37,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,2014-02-24 05:11:22,2014-03-15 05:53:52,19
523,19,F,African-American,Less than 25,High,Male,2,-1.0,10,1,1,2014-09-12 06:18:51,2014-09-13 10:54:20,1
526,21,F,Caucasian,Less than 25,Medium,Female,0,0.0,6,0,0,2013-02-21 05:16:18,2013-02-21 09:22:51,0
527,69,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,2013-01-30 08:36:13,2013-01-31 07:20:04,0
530,21,F,Caucasian,Less than 25,Medium,Male,2,-1.0,6,0,0,2013-11-06 07:01:58,2013-11-08 09:11:46,2
531,26,M,African-American,25 - 45,High,Male,6,0.0,10,1,1,2013-10-07 12:35:37,2013-10-11 06:19:26,3
532,22,F,Caucasian,Less than 25,Low,Male,0,-2.0,4,0,0,2013-12-07 01:04:19,2013-12-07 02:19:36,0
533,23,F,African-American,Less than 25,Medium,Female,0,-1.0,5,1,1,2013-04-23 09:37:13,2013-04-24 01:57:01,0
537,49,F,African-American,Greater than 45,Medium,Male,3,0.0,5,0,0,2013-10-15 12:10:18,2013-10-19 05:47:48,3
538,29,M,African-American,25 - 45,Low,Male,2,-1.0,4,1,0,2013-01-29 11:52:49,2013-03-21 07:00:48,50
540,60,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,2013-10-13 05:34:29,2013-10-14 02:36:01,0
542,23,F,African-American,Less than 25,High,Male,3,0.0,10,1,1,2013-05-06 02:04:06,2013-05-06 08:01:08,0
547,30,F,Caucasian,25 - 45,Low,Male,0,0.0,4,0,0,2013-05-04 12:45:31,2013-05-06 08:53:01,1
548,21,F,African-American,Less than 25,Low,Male,1,-1.0,3,1,0,2013-06-16 12:36:42,2013-06-16 07:01:42,-1
552,22,M,Caucasian,Less than 25,Medium,Male,2,-1.0,6,1,1,2013-09-08 11:40:53,2013-09-09 07:52:09,0
557,21,F,African-American,Less than 25,High,Male,4,-1.0,9,1,1,2013-10-21 06:36:46,2014-05-29 04:43:53,219
558,21,F,African-American,Less than 25,Medium,Male,0,-1.0,5,1,1,2014-10-08 05:30:17,2014-10-20 09:06:11,12
561,34,M,Caucasian,25 - 45,Low,Male,1,0.0,1,0,0,2014-02-04 03:26:12,2014-02-04 08:29:18,0
563,50,M,Caucasian,Greater than 45,Low,Female,1,-1.0,1,1,1,2014-04-07 11:40:45,2014-04-08 09:22:26,0
565,40,F,Caucasian,25 - 45,Medium,Male,0,-1.0,7,1,1,2014-03-29 01:49:01,2014-04-06 08:39:14,8
566,25,F,African-American,25 - 45,High,Male,7,-1.0,8,1,1,2014-02-24 04:26:33,2014-07-01 09:26:10,127
567,53,M,Caucasian,Greater than 45,Low,Female,1,-1.0,1,0,0,2013-12-21 05:26:48,2013-12-22 01:41:48,0
569,24,F,African-American,Less than 25,Low,Female,0,-1.0,4,0,0,2013-12-13 03:13:07,2013-12-14 07:19:53,1
572,42,F,African-American,25 - 45,Low,Male,1,-12.0,1,0,0,2013-05-31 04:44:14,2013-06-04 10:17:31,4
573,28,M,African-American,25 - 45,Low,Male,1,-1.0,3,0,0,2013-04-02 12:18:46,2013-04-04 07:54:22,1
576,26,F,African-American,25 - 45,High,Male,6,-1.0,8,1,1,2013-04-22 07:13:19,2013-04-23 07:33:30,1
579,22,F,African-American,Less than 25,High,Male,4,-1.0,9,1,1,2013-02-04 02:09:53,2013-10-22 06:51:11,260
580,21,M,Caucasian,Less than 25,Medium,Male,3,-8.0,7,0,0,2013-08-04 03:23:17,2013-08-10 01:02:53,5
581,37,F,African-American,25 - 45,High,Male,23,-1.0,9,1,1,2013-03-16 06:38:51,2013-04-02 12:59:57,17
584,35,F,African-American,25 - 45,Medium,Male,2,-1.0,5,0,0,2013-05-15 04:19:38,2013-05-20 09:26:57,5
586,53,F,African-American,Greater than 45,Low,Male,2,-1.0,1,0,0,2013-08-06 07:34:06,2013-08-07 01:05:18,0
588,29,F,African-American,25 - 45,Low,Male,7,-1.0,4,1,0,2013-08-15 04:47:18,2013-08-16 10:21:01,1
590,48,F,Caucasian,Greater than 45,High,Male,23,-1.0,8,1,1,2013-02-08 07:54:34,2014-02-04 06:26:47,360
594,52,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0,2013-03-25 04:21:35,2013-03-25 08:42:53,0
597,27,F,African-American,25 - 45,High,Male,12,-1.0,8,1,1,2013-04-15 05:42:56,2013-05-17 04:23:57,31
598,28,F,African-American,25 - 45,High,Male,5,0.0,9,1,0,2013-02-13 02:14:41,2013-04-05 08:12:59,51
599,33,M,Caucasian,25 - 45,Low,Male,3,0.0,3,0,0,2013-12-22 01:14:52,2013-12-22 07:48:32,0
602,36,F,African-American,25 - 45,Medium,Male,14,-1.0,7,1,1,2013-01-31 10:14:56,2013-02-01 08:48:31,0
603,29,F,African-American,25 - 45,Medium,Male,2,-1.0,5,0,0,2013-04-04 11:24:09,2013-04-06 08:01:53,1
604,22,M,African-American,Less than 25,High,Male,0,0.0,9,1,1,2013-01-01 01:31:55,2013-01-22 09:01:52,21
608,25,F,Caucasian,25 - 45,Low,Male,0,0.0,2,0,0,2013-03-27 02:09:08,2013-03-27 06:55:04,0
611,56,F,African-American,Greater than 45,Low,Male,5,-1.0,3,0,0,2013-01-03 05:51:09,2013-01-15 07:43:49,12
612,27,F,African-American,25 - 45,High,Male,9,-1.0,8,1,1,2013-09-03 03:15:25,2013-10-25 06:07:27,52
613,52,F,Caucasian,Greater than 45,Low,Male,4,-1.0,1,1,1,2014-05-28 04:41:14,2014-06-04 05:26:28,7
616,32,F,African-American,25 - 45,Low,Male,3,0.0,2,0,0,2013-02-07 02:19:38,2013-02-08 05:35:52,1
622,39,M,Caucasian,25 - 45,Medium,Female,0,-2.0,6,0,0,2013-06-18 07:12:57,2013-06-19 06:12:35,0
623,56,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,2013-10-18 08:52:53,2013-10-19 08:16:43,0
624,22,F,African-American,Less than 25,Medium,Female,0,0.0,7,0,0,2013-08-24 02:29:37,2013-08-24 08:38:38,0
627,53,F,African-American,Greater than 45,Medium,Male,11,-1.0,6,0,0,2013-04-18 08:45:19,2013-08-06 09:11:16,110
628,25,M,Caucasian,25 - 45,Low,Male,0,0.0,2,1,1,2014-07-31 03:49:54,2014-07-31 08:39:54,0
630,22,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,0,0,2014-02-08 09:30:32,2014-02-10 08:41:20,1
633,58,M,Caucasian,Greater than 45,Low,Female,2,-23.0,1,0,0,2013-04-06 08:22:37,2013-04-07 12:56:04,1
635,31,M,African-American,25 - 45,Low,Male,7,0.0,3,1,1,2014-01-26 01:17:17,2014-01-27 03:11:10,1
637,22,F,Caucasian,Less than 25,Medium,Male,1,-1.0,5,1,1,2013-06-25 11:20:19,2013-06-26 01:21:56,0
638,28,F,African-American,25 - 45,Medium,Male,8,-1.0,6,1,1,2013-01-09 01:31:01,2013-01-12 12:38:27,3
640,20,F,African-American,Less than 25,Medium,Male,0,0.0,7,1,1,2013-08-11 10:00:24,2013-08-12 07:46:52,0
641,29,M,Caucasian,25 - 45,Medium,Male,0,0.0,6,1,1,2014-11-03 02:36:08,2014-11-08 12:48:35,5
644,58,M,African-American,Greater than 45,Medium,Male,21,-1.0,7,1,1,2013-01-19 04:12:14,2013-03-19 06:59:49,59
645,22,F,African-American,Less than 25,Medium,Male,3,-1.0,7,0,0,2013-02-13 05:57:01,2013-05-30 09:53:38,106
647,37,F,Caucasian,25 - 45,Low,Male,0,0.0,4,0,0,2013-01-18 05:11:46,2013-01-18 08:38:29,0
648,57,F,African-American,Greater than 45,Medium,Male,1,-1.0,5,1,1,2014-11-20 07:13:25,2014-12-16 02:02:17,25
649,27,M,Caucasian,25 - 45,Low,Male,3,-22.0,1,0,0,2013-07-28 02:14:16,2013-07-28 02:01:46,-1
651,26,F,African-American,25 - 45,Low,Male,3,0.0,4,0,0,2013-04-12 06:16:59,2013-05-15 07:34:15,33
653,24,F,Caucasian,Less than 25,High,Male,3,0.0,8,1,1,2013-11-13 03:26:47,2013-11-13 08:24:17,0
654,33,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,2013-12-08 02:41:16,2013-12-09 08:36:04,1
656,29,F,African-American,25 - 45,Medium,Male,2,-1.0,6,0,0,2013-01-06 10:04:53,2013-01-07 09:20:44,0
657,24,F,African-American,Less than 25,High,Female,3,-1.0,10,1,1,2014-01-18 08:34:16,2014-01-19 08:44:14,1
659,19,F,Caucasian,Less than 25,High,Male,1,-1.0,10,1,1,2014-07-27 04:46:20,2014-08-28 05:30:10,32
660,36,M,Caucasian,25 - 45,Low,Male,2,-1.0,1,0,0,2013-10-14 07:59:18,2013-10-15 07:40:50,0
662,24,F,Caucasian,Less than 25,Medium,Female,0,0.0,5,0,0,2013-04-26 02:32:29,2013-04-26 08:01:47,0
664,34,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,2013-05-13 06:00:31,2013-05-13 07:26:25,0
669,20,F,African-American,Less than 25,High,Male,1,-1.0,10,1,1,2014-03-04 08:07:24,2014-03-05 08:09:37,1
674,24,M,African-American,Less than 25,Low,Male,1,-1.0,2,1,1,2013-09-23 10:13:09,2013-09-25 09:17:37,1
675,61,F,Caucasian,Greater than 45,Low,Male,4,-1.0,1,0,0,2013-01-21 08:12:45,2013-01-23 02:40:57,1
678,50,F,African-American,Greater than 45,Low,Female,3,0.0,2,0,0,2014-03-05 12:31:35,2014-03-05 08:38:53,-1
679,30,M,African-American,25 - 45,Low,Male,1,0.0,1,0,0,2013-03-19 01:34:13,2013-03-23 12:51:55,4
680,38,F,African-American,25 - 45,Low,Male,5,-1.0,3,0,0,2013-11-29 07:00:11,2013-11-30 12:28:10,1
681,24,M,Caucasian,Less than 25,Low,Male,0,-1.0,1,0,0,2013-12-12 09:51:57,2013-12-13 01:45:42,0
685,46,F,African-American,Greater than 45,High,Female,2,-1.0,10,1,1,2014-10-26 11:14:31,2014-11-05 04:22:00,9
686,41,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,1,2013-09-11 06:01:06,2013-09-15 02:36:35,3
688,27,M,African-American,25 - 45,High,Male,13,-1.0,8,1,1,2013-04-16 07:03:53,2013-04-17 10:30:53,1
691,26,M,African-American,25 - 45,Medium,Male,1,-1.0,6,1,1,2013-10-15 07:08:32,2013-10-28 08:48:39,13
692,29,F,African-American,25 - 45,Medium,Male,3,0.0,5,1,1,2014-10-30 02:21:37,2014-10-31 04:43:59,1
693,52,F,Caucasian,Greater than 45,Medium,Male,6,-1.0,5,1,1,2013-10-24 07:05:40,2013-10-26 02:35:00,1
694,28,F,Caucasian,25 - 45,Low,Male,1,0.0,4,1,1,2014-02-16 12:19:08,2014-02-20 12:30:39,4
697,55,F,African-American,Greater than 45,Low,Male,5,-1.0,3,1,1,2014-11-11 12:52:32,2015-03-10 12:38:48,118
700,26,F,African-American,25 - 45,High,Male,10,-1.0,9,1,1,2013-03-04 11:33:53,2013-03-05 04:54:32,0
701,28,F,African-American,25 - 45,High,Male,5,-1.0,10,0,0,2013-09-10 04:03:57,2013-09-11 08:05:58,1
703,63,F,Caucasian,Greater than 45,Low,Male,2,-3.0,1,0,0,2013-12-09 08:43:05,2013-12-12 10:30:31,3
704,42,F,African-American,25 - 45,Low,Male,0,0.0,1,0,0,2013-04-17 03:45:48,2013-04-18 05:26:44,1
707,23,F,African-American,Less than 25,Medium,Male,6,-1.0,6,1,0,2013-04-19 04:56:58,2013-04-20 01:49:41,0
708,54,F,African-American,Greater than 45,High,Male,28,-1.0,9,1,1,2014-06-28 10:26:07,2014-07-04 04:50:37,5
709,35,F,African-American,25 - 45,Medium,Male,8,-1.0,7,1,1,2014-10-14 03:55:39,2014-10-24 09:06:46,10
711,24,F,African-American,Less than 25,High,Female,6,-1.0,9,1,1,2014-07-12 06:31:35,2014-08-07 08:23:48,26
712,54,M,African-American,Greater than 45,Low,Male,2,-26.0,1,0,0,2013-12-21 05:27:36,2013-12-22 01:10:00,0
713,58,M,African-American,Greater than 45,Medium,Male,12,-1.0,6,1,1,2013-11-23 08:54:38,2013-11-27 08:50:05,3
715,23,M,Caucasian,Less than 25,Medium,Male,1,0.0,5,1,1,2014-12-15 01:06:38,2014-12-15 07:32:18,0
716,35,M,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,2014-03-09 10:01:46,2014-03-10 09:42:18,0
718,20,F,African-American,Less than 25,High,Male,1,0.0,10,1,1,2013-11-19 02:33:54,2013-11-21 03:37:00,2
720,51,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,2013-02-04 02:44:33,2013-03-11 09:01:18,35
722,37,F,Caucasian,25 - 45,Low,Male,3,-14.0,2,0,0,2013-05-16 08:42:26,2013-05-23 06:52:01,6
724,47,F,Caucasian,Greater than 45,Low,Male,3,-1.0,1,0,0,2014-02-25 11:20:43,2014-02-26 09:34:42,0
726,34,F,Caucasian,25 - 45,Medium,Male,4,-1.0,6,1,1,2014-12-23 08:14:59,2014-12-24 08:59:44,1
727,56,F,Caucasian,Greater than 45,Low,Male,0,-2.0,1,0,0,2013-09-01 11:41:31,2013-09-02 08:47:35,0
729,59,F,Caucasian,Greater than 45,Low,Male,1,-2.0,1,1,1,2013-02-23 01:07:25,2013-02-23 09:07:54,0
737,24,F,Caucasian,Less than 25,High,Female,6,0.0,9,1,1,2014-04-16 02:28:47,2014-04-19 11:22:18,3
738,21,M,Caucasian,Less than 25,High,Male,2,-1.0,9,1,1,2013-11-05 11:10:50,2013-11-14 01:27:06,8
743,26,F,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,2013-02-12 03:08:29,2013-02-13 08:21:18,1
745,30,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,2013-09-05 10:47:19,2013-09-06 11:08:59,1
752,29,M,Caucasian,25 - 45,Low,Male,0,0.0,4,1,1,2014-03-26 12:14:14,2014-03-27 12:18:56,1
753,54,M,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0,2013-02-17 03:23:30,2013-02-18 06:40:01,1
754,29,F,African-American,25 - 45,Low,Male,4,-1.0,4,1,1,2013-11-12 01:08:14,2013-11-20 06:26:56,8
756,59,M,Caucasian,Greater than 45,Low,Female,0,-2.0,1,0,0,2013-10-09 09:01:32,2013-10-10 07:57:22,0
757,38,F,African-American,25 - 45,Medium,Male,0,0.0,5,0,0,2013-03-27 01:50:02,2013-03-28 08:18:15,1
762,27,M,Caucasian,25 - 45,Low,Male,1,-1.0,3,1,1,2013-02-20 09:27:13,2013-02-21 12:19:53,1
765,66,F,African-American,Greater than 45,Medium,Male,33,0.0,6,1,1,2013-12-21 12:34:16,2014-01-04 03:41:19,13
769,27,F,Caucasian,25 - 45,Medium,Male,2,0.0,5,0,0,2013-03-09 02:19:02,2013-03-09 09:06:46,0
770,51,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,2013-04-21 02:10:18,2013-04-22 03:59:29,1
771,35,F,Caucasian,25 - 45,Low,Male,1,0.0,2,0,0,2013-10-03 07:44:08,2013-12-16 08:06:46,74
775,52,M,Caucasian,Greater than 45,Low,Male,4,-1.0,3,0,0,2014-02-02 02:24:43,2014-02-03 01:24:23,0
785,26,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,0,2013-10-26 02:28:18,2013-10-27 08:36:51,1
786,48,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0,2014-01-14 04:43:41,2014-01-15 03:21:55,0
789,33,M,African-American,25 - 45,Low,Male,2,0.0,3,0,0,2013-10-08 02:14:25,2013-10-08 11:59:33,0
790,34,F,African-American,25 - 45,Low,Female,6,-1.0,4,0,0,2013-04-22 08:12:13,2013-06-13 09:46:00,52
793,59,F,African-American,Greater than 45,Medium,Male,10,-1.0,7,1,1,2014-11-05 07:10:16,2015-03-12 10:11:59,127
794,29,F,African-American,25 - 45,Medium,Male,5,-1.0,5,1,1,2014-06-10 04:43:13,2014-06-12 09:19:13,2
796,24,F,Caucasian,Less than 25,Low,Male,0,0.0,2,0,0,2013-04-10 01:50:54,2013-04-11 07:15:22,1
798,48,F,Caucasian,Greater than 45,Medium,Male,1,-1.0,7,1,1,2013-03-01 07:50:26,2013-07-08 08:13:11,129
803,52,M,African-American,Greater than 45,Medium,Male,4,0.0,5,0,0,2014-01-21 01:50:50,2014-01-22 02:48:22,1
804,20,F,African-American,Less than 25,Low,Male,0,0.0,4,1,1,2014-10-18 01:22:59,2014-10-18 08:58:59,0
805,25,F,Caucasian,25 - 45,Low,Male,4,-5.0,4,1,1,2014-05-10 01:35:17,2014-05-15 10:32:57,5
806,24,F,Caucasian,Less than 25,Low,Male,0,-1.0,2,0,0,2013-01-01 05:32:16,2013-01-16 06:22:12,15
807,23,M,Caucasian,Less than 25,High,Male,0,-1.0,9,0,0,2013-01-19 07:06:05,2013-01-20 12:29:47,1
808,27,F,Caucasian,25 - 45,Low,Male,6,-1.0,4,1,0,2013-10-18 01:19:43,2013-10-19 08:00:03,1
810,25,M,African-American,25 - 45,Low,Male,1,-1.0,3,1,1,2014-06-12 12:59:13,2014-06-13 08:53:42,0
812,31,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,2013-08-16 06:01:59,2013-08-16 06:08:13,0
813,25,F,African-American,25 - 45,Low,Male,6,-1.0,4,1,1,2014-04-12 01:03:26,2014-04-16 08:49:06,4
814,32,F,Caucasian,25 - 45,Low,Male,1,-7.0,1,1,1,2014-01-14 10:07:59,2014-01-15 01:58:04,0
815,21,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,1,1,2014-04-06 12:28:23,2014-04-06 02:30:38,-1
818,25,F,Caucasian,25 - 45,Low,Male,0,0.0,3,0,0,2013-12-08 01:39:45,2013-12-08 01:45:29,0
821,35,F,African-American,25 - 45,Medium,Male,0,-1.0,7,0,0,2013-04-24 07:43:40,2013-04-26 08:46:06,2
823,42,F,African-American,25 - 45,Medium,Male,14,-1.0,7,1,1,2014-02-08 09:03:23,2014-02-10 02:33:36,1
825,24,M,Caucasian,Less than 25,High,Male,9,-23.0,10,1,1,2013-08-17 01:46:04,2013-08-27 03:55:32,10
831,47,M,Caucasian,Greater than 45,Low,Male,1,0.0,1,0,0,2013-03-20 02:25:51,2013-03-20 07:51:16,0
835,27,F,African-American,25 - 45,High,Male,5,-1.0,9,1,1,2014-03-20 02:19:43,2014-03-21 07:57:16,1
837,46,F,Caucasian,Greater than 45,Medium,Male,2,-1.0,6,1,1,2013-11-16 09:37:06,2013-11-17 08:25:25,0
838,44,M,African-American,25 - 45,Low,Male,1,0.0,3,0,0,2013-01-29 06:36:33,2013-01-29 08:34:07,0
841,23,F,Caucasian,Less than 25,Low,Male,2,-1.0,2,0,0,2013-12-12 11:10:00,2013-12-13 08:47:02,0
843,42,F,African-American,25 - 45,Medium,Male,8,-1.0,5,0,0,2013-10-02 10:41:22,2013-10-04 05:24:16,1
844,58,F,African-American,Greater than 45,Medium,Male,6,-1.0,6,0,0,2013-05-21 03:25:30,2013-10-12 05:17:10,144
847,26,F,African-American,25 - 45,Medium,Male,3,-1.0,6,1,0,2013-01-24 09:05:00,2013-01-26 04:55:47,1
849,39,F,African-American,25 - 45,Low,Male,3,-1.0,3,1,1,2013-10-29 05:34:04,2013-11-01 05:49:33,3
850,21,F,African-American,Less than 25,Medium,Male,3,0.0,5,1,1,2013-05-15 12:34:33,2013-05-15 07:01:43,-1
851,63,M,Caucasian,Greater than 45,Low,Male,1,-9.0,1,0,0,2014-01-22 10:01:17,2014-01-28 03:54:00,5
852,22,F,African-American,Less than 25,Medium,Male,3,-11.0,7,1,1,2013-11-07 10:41:34,2013-11-15 08:48:23,7
853,50,M,African-American,Greater than 45,Low,Male,3,-1.0,3,0,0,2013-02-02 09:08:31,2013-02-03 06:57:55,0
855,38,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,2013-05-26 10:41:56,2013-06-05 09:47:42,9
856,41,F,Caucasian,25 - 45,Medium,Male,1,-6.0,6,0,0,2013-10-16 03:27:50,2013-10-22 10:32:34,6
857,28,F,African-American,25 - 45,High,Male,16,-1.0,8,1,1,2014-02-24 04:17:37,2014-02-25 08:09:24,1
858,30,M,African-American,25 - 45,Low,Female,0,0.0,3,0,0,2013-11-06 03:13:16,2013-11-07 09:03:30,1
859,23,F,African-American,Less than 25,Medium,Male,1,0.0,5,0,0,2013-04-24 02:27:23,2013-04-24 08:08:08,0
861,25,F,Caucasian,25 - 45,Low,Male,2,-13.0,4,1,1,2014-01-10 03:47:24,2014-01-22 08:41:17,12
863,40,F,Caucasian,25 - 45,Low,Male,5,0.0,4,0,0,2013-09-15 03:23:56,2013-09-15 07:27:18,0
867,27,M,African-American,25 - 45,Low,Male,5,0.0,4,1,1,2013-12-22 05:35:31,2014-02-24 08:43:57,64
869,44,M,Caucasian,25 - 45,Low,Male,11,0.0,3,0,0,2013-09-07 03:37:40,2014-03-06 10:26:26,180
870,35,F,African-American,25 - 45,Low,Female,6,-1.0,2,1,1,2013-10-29 02:27:04,2013-10-30 08:32:44,1
871,42,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,2013-02-06 02:27:50,2013-02-06 07:49:59,0
872,38,F,African-American,25 - 45,Medium,Male,15,0.0,7,1,0,2014-01-24 04:04:57,2014-01-24 09:37:14,0
875,25,M,African-American,25 - 45,Low,Female,0,-1.0,3,0,0,2013-05-27 09:36:52,2013-05-28 09:04:37,0
881,49,M,Caucasian,Greater than 45,Low,Female,2,0.0,1,1,1,2014-01-21 03:14:16,2014-01-21 07:59:17,0
882,50,F,Caucasian,Greater than 45,Low,Male,5,-1.0,1,1,1,2014-12-14 04:50:01,2014-12-15 06:38:00,1
884,66,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,1,1,2013-08-14 05:00:03,2013-08-15 04:51:13,0
886,46,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,2013-08-20 09:12:14,2013-08-21 09:19:20,1
887,30,F,African-American,25 - 45,Medium,Male,5,-1.0,6,1,1,2013-03-03 06:23:59,2013-03-04 08:33:50,1
888,22,M,Caucasian,Less than 25,Low,Female,0,0.0,3,0,0,2014-01-22 12:55:30,2014-01-22 09:20:36,-1
889,23,M,Caucasian,Less than 25,Low,Male,1,-1.0,4,0,0,2013-03-23 10:06:43,2013-04-02 09:22:16,9
899,25,M,African-American,25 - 45,Low,Male,0,-1.0,3,1,0,2013-03-16 09:16:46,2013-03-17 02:17:18,0
900,21,F,Caucasian,Less than 25,Medium,Female,0,-1.0,7,0,0,2013-11-03 01:54:43,2013-11-05 05:54:27,2
901,27,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,2013-01-12 04:24:36,2013-01-13 12:41:13,1
906,24,F,Caucasian,Less than 25,Medium,Female,0,0.0,5,0,0,2013-09-22 05:21:34,2013-09-23 02:00:15,0
909,20,F,African-American,Less than 25,Low,Male,1,-1.0,3,0,0,2014-01-28 12:49:23,2014-01-29 10:42:36,0
913,31,M,African-American,25 - 45,High,Male,3,-20.0,8,1,1,2013-06-22 07:50:45,2013-07-12 05:35:03,19
914,27,M,African-American,25 - 45,Medium,Male,3,-1.0,7,1,1,2014-12-01 03:21:53,2014-12-07 04:35:04,6
916,40,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,2013-01-17 05:59:00,2013-01-18 08:48:30,1
917,22,F,African-American,Less than 25,High,Male,11,0.0,10,1,1,2014-12-10 01:21:36,2014-12-10 01:26:52,0
918,38,F,African-American,25 - 45,Low,Female,1,-1.0,1,0,0,2013-04-15 11:18:52,2013-04-16 09:12:28,0
921,30,M,African-American,25 - 45,Medium,Male,1,0.0,7,0,0,2013-03-04 03:53:19,2013-03-05 01:59:42,0
922,27,F,Caucasian,25 - 45,Medium,Male,6,-1.0,6,1,1,2014-05-14 02:14:46,2014-06-17 10:56:58,34
924,59,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0,2013-10-09 03:00:19,2013-10-09 08:12:28,0
925,37,M,Caucasian,25 - 45,Low,Male,2,-2.0,1,0,0,2013-04-16 05:14:39,2013-04-17 05:35:24,1
926,28,M,African-American,25 - 45,Medium,Male,5,0.0,7,1,1,2014-08-25 02:53:15,2014-08-26 05:00:56,1
927,38,F,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,2013-09-06 01:28:27,2013-09-06 10:50:40,0
930,22,F,African-American,Less than 25,High,Male,0,-1.0,8,1,1,2014-07-25 12:06:14,2014-07-26 08:38:15,0
934,25,F,African-American,25 - 45,Medium,Male,4,-1.0,5,1,1,2013-04-08 05:49:48,2013-05-10 05:42:55,31
935,51,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,2013-12-01 12:17:36,2013-12-01 12:33:39,0
943,29,M,Caucasian,25 - 45,Low,Male,2,29.0,2,1,1,2013-11-21 04:46:06,2013-12-16 12:07:03,25
